A_count	T_count	G_count	C_count	Geneid	d11_KO_Lhx8	d11_KO_Stat3	d11_KO_Sub1	d13_KO_Ccnk	d13_KO_Dynll1	d13_KO_Ell3	d13_KO_Foxr1	d13_KO_Hes6	d13_KO_Kdm1b	d13_KO_Mef2b	d13_KO_Nobox	d13_KO_Noto	d13_KO_Sfr1	d13_KO_Tbpl2	d13_KO_Tcf25	d13_KO_Thap7	d13_KO_Ybx3	d11_WT	d13_WT
32	16	22	30	Gpatch3	34.905	34.775	26.87	32.01	48.385	21.66	27.44	24.505	22.495	26.185	30.955	27.57	34.165	32.645	32.14	28.87	39.21	30.075	24.615
20	19	26	35	Padi6	31.535	29.375	196.79	22216.44	134.205	30449.235	27151.28	29770.67	23790.245	29784.155	292.475	24388.295	25540.415	6529.74	25286.7	22692.245	16086.135	4191.455	28907.445
27	20	34	19	Oog4	0.09	0	0.045	14.865	0.1	33.66	42.275	54.275	34.83	41.05	0	21.93	43.63	2.085	36.965	23.88	16.88	0	31.59
22	17	33	28	Klhl21	32.115	48.14	47.76	153.63	74.79	109.98	128.865	102.72	111.98	120.815	120.535	119.455	120.57	60.455	161.36	100.45	75.165	129.565	126.21
7	4	42	47	Fbxl5	275.955	277.665	243.545	156.68	168.825	135.715	167.08	140.26	156.245	141.91	148.57	145.34	154.95	205.225	167.295	153.58	187.385	153.72	157.375
12	17	28	43	Sbno1	96.43	163.95	104.62	71.725	212.225	47.66	63.585	40.065	54.625	50	128.2	50.155	53.285	76.875	62.34	44.75	65.99	61.65	53.41
25	18	27	30	A430033K04Rik	1.76	2.53	4.24	36.77	3.795	45.585	58.73	52.435	61.675	49.23	17.505	40.115	55.055	10.95	56.995	34.385	28.08	19.73	36.845
19	36	22	23	Stard13	3.795	3.57	3.09	10.225	4.64	7.48	9.6	7.295	7.495	8.105	4.525	8.335	11	5.805	14.05	6.295	7.695	8.66	9.26
18	32	34	16	Zfp775	5.33	3.845	4.065	14.195	6.62	10.545	14.595	12.825	15.875	12.695	25.105	13.525	14.62	6.855	15.215	13.77	14.155	18.02	13.275
7	8	25	60	H1fx	437.355	374.9	426.7	176.05	346.71	145.52	169.14	135.82	104.795	173.265	94.23	156.95	159.845	301.575	90.08	155.27	210.565	158.275	130.46
21	19	31	29	Kbtbd8	20.705	25.34	21.445	59.47	19.255	62.55	68.9	64.165	61.715	58.685	33.04	57.01	62.625	36.815	74.995	58.475	57.475	51.055	59.595
41	18	18	23	Styk1	0.045	0	0.885	11.925	1.06	17.015	20.63	23.7	26.325	18.31	3.82	16.145	28.55	8.475	27.745	15.415	13.56	9.235	21.3
11	7	38	44	Parp12	159.155	207.83	162.85	125.535	110.76	136.76	177.25	151.205	134.805	142.62	54.225	116.395	171.585	116.02	175.69	89.54	125.97	65.015	134.815
14	19	40	27	Ppp6r1	147.82	201.54	193.71	209.55	234.18	135.765	171.675	126.67	153.13	161.27	229.505	153.825	182.81	158.265	209.605	156.385	144.62	204.615	164.56
20	25	25	30	Ccdc9	75.345	82.66	75.38	80.42	88.165	63.46	75.63	49.465	68.905	72.045	88.095	67.35	65.525	67.31	72.3	74.105	81.875	68.555	57.945
28	41	13	18	Nlrp9b	0.16	0.39	0.08	40.745	2.855	128.205	126.815	142.815	121.185	117.01	0.05	49.93	108.285	4.73	116.535	49.655	40.545	6.835	109.005
22	28	19	31	Nlrp4a	0.05	0.05	0.025	53.77	0.11	127.18	139.335	158.475	112.415	117.345	0.025	70.74	119.075	18.89	112.655	73.105	55.085	8.885	117.825
18	19	30	33	Zfp473	21.925	28.66	23.64	48.64	12.685	60.985	73.97	71.005	60.225	67.755	15.635	42.355	85.59	24.175	73.19	44.825	44.63	13.765	54.52
20	20	35	25	Zdhhc13	167.85	159.95	100.585	32.24	89.69	13.335	15.175	14.63	11.88	16.31	43.565	15.945	19.87	106.5	12.125	18.33	67.465	36.615	15.25
22	36	31	11	Chd2	30.08	26.29	34.985	16.345	46.945	5.755	9.86	4.21	9.615	7.17	50.27	10.985	7.285	22.46	7.56	8.81	21.255	23.865	7.635
16	11	32	41	Zfp771	62.485	63.98	56.675	76.925	58.085	85.07	86.23	80.135	89.56	86.595	89.005	94.925	95.72	84.585	86.35	99.505	89.41	122.34	102.075
8	15	35	42	Mcph1	45.8	62.28	44.015	89.045	42.97	55.745	81.505	60.175	70.435	68.26	46.63	63.56	94.305	53.84	100.095	63.615	58.04	65.255	58.13
11	34	38	17	Erlin2	86.825	96.135	94.635	101.16	97.745	99.97	112.745	90.955	114.6	97.3	93.715	103.2	110.44	94.66	116.435	99.05	99.22	107.545	101.105
23	16	28	33	Lonrf1	30.15	42.29	35.45	48	31.06	33.905	40.19	32.3	45.43	40.88	25.84	41.535	42.84	32.42	49.345	36.97	29.455	57.11	41.865
21	6	36	37	Elmod2	22.135	26.655	20.015	125.095	23.625	145.995	171.44	160.985	152.955	143.9	43.865	121.965	167.74	62.335	171.25	127.38	102.58	87.945	167.84
41	18	8	33	Zfp791	1.935	2.465	1.755	40.375	3.89	38.575	46.98	40.455	34.32	36.56	10.015	29.615	42.93	12.375	40.02	37.83	27.925	19.525	24.1
16	11	39	34	Sprtn	58.635	58.51	61.915	43.565	64.525	29.6	40.185	25.775	34.925	33.51	47.875	35.665	46.555	37.465	59.335	32.305	37.085	36.5	38.22
12	3	51	34	Sipa1l2	17.21	19.705	19.45	51.48	21.785	29.84	43.735	22.66	25.91	41.48	79.54	38.45	40.67	24.285	37.33	32.98	31.635	49.32	39.26
5	16	32	47	Scaper	88.29	112.695	96.415	51.085	95.63	31.45	40.05	33.845	38.425	34.045	79.285	37.155	45.285	87.49	49.235	43.755	52.575	58.415	35.025
7	19	43	31	Snx14	136.565	161.53	122.49	54.94	114.355	33.665	40.125	30.22	46.875	33.025	133.725	40.14	39.62	108.485	48.845	43.885	72.73	63.5	39.79
14	17	33	36	Atr	226.435	247.44	180.76	68.945	120.645	35.1	44.11	31.73	35.055	38.065	77.845	37.275	44.57	165.26	48.46	41.98	96.92	50.905	43.265
18	18	25	39	Col6a6	1.64	2.46	7.5	81.575	1.69	67.56	100.33	77.015	67.22	89.45	4.795	79.44	92.915	16.56	100.67	51.485	31.63	24.08	93.155
46	8	34	12	AU018091	2.38	5.65	0	5.655	27.425	2.325	3.15	3.995	3.915	3.425	4.995	4.195	4.345	4.265	5.07	3.51	1.485	1.23	4.57
17	18	45	20	Dkc1	75.91	73.835	52.905	137.285	109.055	154.615	136.85	145.73	185.965	143.73	198.84	168.3	155.245	115.12	156.125	150.055	138.01	121.4	170.38
18	4	45	33	Fam199x	7.745	6.92	6.33	69.635	9.675	62.645	78.05	52.89	75.98	55.97	30.375	67.435	63.625	37.275	90.83	55.015	34.9	54.995	82.85
13	16	25	46	Rbbp7	633.21	579.805	452.85	321.81	360.54	315.795	347.835	374.475	318.905	325.13	315.55	244.695	364.35	493.985	359.86	292.81	377.97	371.665	284.225
21	14	42	23	Trappc1	233.025	297.46	232.925	143.6	193.64	193.635	143.95	164.435	154.865	173.44	202.535	196.1	150.75	260.66	145.175	189.73	216.485	159.955	171.935
17	15	39	29	Polr2h	122.31	146.925	169.775	90.935	231.715	88.095	61.74	66.81	81.29	63.38	144.775	108.89	66.975	129.835	78.925	104.145	78.535	114.105	69.49
16	18	31	35	Amdhd2	35.685	39.165	57.985	75.565	93.67	72.78	68.365	69.63	69.245	82.725	54.04	71.16	71.165	75.305	88.015	89.21	71.46	89.275	67.585
14	30	17	39	Atg9a	31.65	29.145	26.22	49.505	29.225	32.76	45.405	35.32	42.445	41.86	47.315	34.965	54.365	28.74	42.03	37.51	41.895	37.67	33.45
15	18	36	31	Map7d1	52.49	61.315	80.775	76.845	82.65	68.35	75.09	65.775	79.425	72.745	122.39	62	79.13	54.135	75.915	59.92	63.63	35.65	65.985
25	26	21	28	Ankrd27	18.155	23.58	31.15	132.17	34.935	101.67	124.44	101.035	116.67	115.93	74.48	114.215	139.81	61.985	149.96	111.885	77.615	90.535	125.125
6	10	50	34	Vps54	65.595	76.16	58.04	60.715	56.265	55.2	58.4	44.975	61.205	48.415	45.27	52.68	59.245	56.09	73.915	51.385	51.595	75.615	62.065
22	21	32	25	Rttn	11.765	16.105	14.84	29.065	14.825	38.665	40.74	36.925	38.68	37.19	9.81	32.335	35.45	16.835	39.465	29.66	22.165	23.995	43.82
18	8	56	18	Mllt6	39.185	58.69	57.675	19.18	91.67	4.71	10.055	4.05	6.625	6.585	57.78	10.98	8.2	19.37	8.685	10.1	19.65	23.985	5.85
14	26	39	21	Csad	57.905	68.34	89.95	130.48	69.565	135.925	145.59	136.15	142.7	145.535	78.145	131.425	145.565	89.87	141.565	128.38	122.03	141.165	125.97
12	10	28	50	Klhl8	47.11	40.5	44.435	189.91	33.965	227.11	279.665	252.475	203.34	257.065	40.42	189.07	287.27	92.66	282.48	197.73	147.94	151.91	223.53
23	18	36	23	Slc25a28	149.23	117.195	111.845	80.57	95.325	56.885	58.515	49.825	64.23	62.535	101.015	60.56	55.54	108.225	66.395	73.48	83.7	62.615	57.38
16	16	42	26	Apoa1bp	468.04	325.54	374.69	418.2	276.975	391.505	342.95	376.72	383.77	393.685	491.875	442	374.425	427.415	381.985	461.87	485.805	472.055	388.555
27	19	30	24	Oas1h	6.04	0.54	5.24	290.13	3.16	299.565	339.63	323.195	274.825	318.21	4.68	232.135	314.545	113.085	253.1	273.625	199.995	121.36	248.825
17	20	39	24	Atpaf2	124.475	141.59	125.2	39.845	82.035	22.61	26.43	25.91	24.36	23.67	51.58	31.015	26.38	78.99	21.57	28.38	56.75	33.77	26.575
30	28	33	9	Obox3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	31	22	21	Obox2	0	0	0	1.16	0	6.12	13.1	10.675	2.085	5.805	0	1.965	2.26	0	1.295	0.835	0	0	4.125
32	26	31	11	Obox5	0	0	0	7.345	0	27.885	30.91	55.93	9.6	31.665	0	4.73	16.245	0	19.81	9.72	6.675	0	18.955
30	26	33	11	Obox6	0	0	0	0	1.265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	26	33	22	Usp7	101.785	122.495	165.08	242.385	156.23	216.23	251.27	207.13	227.085	232.02	146.34	225.85	241.565	182.275	290.155	226.285	174.625	237.09	240.05
12	22	34	32	Ropn1l	69.515	48.685	67.105	16.88	77.295	23.29	14.5	19.535	25.885	22.26	42.275	21.325	24.94	47.28	25.12	34.515	41.265	34.6	20.72
47	14	28	11	Olfr976	0	0	2.735	50.795	0	51.05	62.905	56.875	43.025	51.725	0.67	40.495	51.465	8.345	43.075	47.36	27.09	9.71	40.345
31	21	24	24	Trim61	0	0.97	12.365	138.805	3.71	317.855	389.435	419.48	327.82	325.935	21.105	163.005	320.875	26.83	272.02	192.34	132.745	46.27	290.05
5	10	32	53	Gga3	79.285	93.835	83.93	115.02	96.265	134.685	181.165	154.15	134.5	164.25	51.25	124.995	198.55	67.375	204.62	120.83	110.33	90.895	160.175
11	24	17	48	Plekhg3	4.81	9.32	9.915	32.49	18.38	23.57	32.05	26.995	24.215	31.215	35.085	25.465	43.085	12.565	40.95	22.52	15.07	22.225	25.765
19	11	38	32	Ing1	31.425	29.725	30.04	44.995	34.455	32.155	35.845	33.03	33.065	33.335	41.925	36.965	36.49	41.035	36.635	33.58	38.375	38.27	28.675
31	24	12	33	Abcg2	53.385	78.155	44.715	23.875	47.13	10.41	11.185	7.635	11.56	10.58	33.495	12.235	12.55	42.185	10.715	18.3	37.61	29.355	11.725
20	8	40	32	Angptl2	10.88	11.835	14.445	54.265	6.28	87.07	84.37	87.545	61.415	91.8	5.57	55.71	70.12	23.195	79.53	53.935	31.26	20.38	68.085
17	19	34	30	Cetn2	182.505	106.325	153.45	279.46	116.79	358.1	280.03	333.11	373.565	302.55	256.99	361.32	252.23	197.205	283.52	344.83	238.595	286.225	363.16
16	21	26	37	Esrrb	2.195	4.955	3.88	7.38	37.53	12.73	19.005	20.225	10.26	16.57	21.27	7.065	18.875	4.975	24.435	10.065	14.64	2.2	15.635
20	9	35	36	Gnpda1	19.19	24.875	25.46	5.75	35.86	3.29	4.335	3.755	6.39	4.125	20.75	4.57	5.245	17.28	8.175	7.95	11.72	10.87	4.68
15	26	29	30	Grk6	27.015	39.93	38.69	30.365	44.495	17.43	20.04	16.09	24.885	20.29	28.075	24.78	24.795	29.035	21.225	20.3	30.37	38.545	20.815
15	16	26	43	Spata2	29.1	26.33	38.385	101.61	45.79	93.6	112.755	105.625	110.585	110.24	52.55	86.27	117.22	57.615	115.785	84.25	72.22	71.785	106.19
11	20	30	39	Mapkbp1	26.23	36.245	30.99	18.315	29.885	6.975	11.695	7.125	9.58	9.31	34.285	13.125	12.865	19.8	11.325	10.855	27.255	35.2	8.895
11	18	41	30	Lypla2	78.085	61.25	88.14	165.555	87.91	126.495	138.81	125.285	131.26	148.415	75.19	131.945	147.89	124.845	144.12	146.445	108.765	168.04	129.415
10	12	40	38	Map2k1	110.75	120.755	99.27	108.485	119.63	95.835	113.05	117.125	113.455	96.565	93.29	84.865	120.17	125.195	118.18	91.035	114.965	116.68	103.535
18	16	34	32	Map2k2	218.365	326.03	289.135	291.295	224.095	215.41	218.6	211.015	234.23	242.16	221.495	239.225	237.055	269.4	238.48	228.515	206.71	251.25	213.19
12	21	37	30	Map2k4	86.09	112.84	91.1	90.95	62.145	72.685	85.905	71.465	80.96	80.59	67.7	70.81	93.475	79.95	97.025	80.1	83.695	88.805	78.63
32	19	29	20	Map3k11	63.13	50.535	79.415	192.935	63.11	155.935	185.56	148.04	158.325	183.2	131.055	165.28	214.82	83.76	230.47	147.4	111.66	166.22	169.505
9	12	33	46	Map3k3	114.645	200.68	133.5	41.265	98.72	14.175	21.68	15.555	22.785	21.06	58.75	23.585	24.73	64.755	22.475	18.385	48.835	38.285	18.34
3	33	12	52	Cdk8	60.49	82.3	57.76	66.545	72.265	58.145	61.595	49.78	57.46	55.285	62.83	54.455	62.52	60.655	61.835	56.345	52.42	73.165	67.92
13	14	35	38	Map3k4	33.995	59.155	51.91	120.22	97.905	79.615	116.795	74.29	84.725	111.24	60.665	91.215	113.23	69.33	111.425	87.67	63.98	76.08	97.13
11	5	52	32	Map3k5	9.61	15.22	11.76	93.09	25.945	66.08	87.4	67.925	82.04	78.86	18.785	68.26	86.115	37.85	94.965	69.475	55.43	59.71	89.885
18	17	18	47	Mapk1	101.37	118.98	116.65	122.295	155.17	91.245	112.42	93.625	95.51	104.015	160.25	99.52	108.92	124.74	112.96	99.165	104.105	119.965	103.785
11	5	56	28	Mapk13	178.315	79.825	67.36	92.325	72.655	86.905	80.45	80.49	80.195	94	475.235	104.09	91.025	86.785	76.515	95.535	93.105	88.495	76.005
10	21	26	43	Mapk14	182.29	258.52	194.755	105.695	206.205	58.495	76.28	53.26	75.71	72.27	100.67	72.805	87.065	130.915	90.33	66.45	87.98	99.04	75.73
7	3	63	27	Mapk3	100.27	97.215	132.305	225.395	273.27	217.43	234.055	249.96	230.77	241.49	184.475	161.305	245.445	150.44	208.07	211.83	197.935	210.185	209.14
5	10	45	40	Mapk8	59.885	62.185	60.475	65.58	63.275	71.66	71.415	75.495	66.645	68.81	52.225	64.67	69.44	57.845	82.765	61.39	64.67	69.185	71.97
34	20	26	20	Nr5a2	15.375	11.625	11.805	17.45	13.35	20.485	19.71	25.815	21.44	18.74	6.43	16.165	24.15	14.495	23.405	14.245	22.11	15.505	19.855
16	16	35	33	Nubp1	46.85	60.64	80.315	69.735	94.78	54.66	48.425	50.95	61.23	58.395	76.11	65.89	53.48	62.23	56.73	67.545	54.275	61.29	47.965
23	28	30	19	Nubp2	82.985	65.11	112.495	177.705	109.63	171.585	153.26	181.81	169.435	183.69	93.855	177.085	176.155	115.805	185.375	187	136.47	153.64	175.075
12	19	30	39	Orc5	82.42	68.58	73.645	181.775	64.54	179.235	222.95	241.63	212.5	194.98	111.16	167.465	230.02	130.87	227.78	209.6	172.695	177.71	182.325
12	22	36	30	Parg	76.915	86.665	92.675	95.25	106.355	65.5	79.885	66.805	82.87	70.275	99.71	75.59	83.81	77.98	89.77	83.035	67.785	96.285	82.94
17	20	31	32	Psma1	414.48	423.96	353.825	197.14	363.41	230.33	195.945	228.105	239.585	213.22	230.65	188.985	205.85	337.53	205.68	237.48	276.42	240.065	236.61
8	20	27	45	Psma4	159.555	135.29	154.815	124.21	207.2	122.11	109.525	115.54	134.42	105.2	182.72	119.97	110.375	157.39	128.095	148.55	129.005	177.62	132.51
29	27	21	23	Psma6	536.77	490.095	580.215	390.665	626.105	402.53	347.94	399.765	434.215	362.37	420.88	405.51	360.29	541.205	388.44	459.96	430.065	552.705	391.555
7	17	27	49	Psma7	226.39	197.445	242.46	455.08	258.345	493.645	418.835	508.57	500.54	458.59	345.07	508.25	489.02	318.14	487.975	501.21	403.46	440.41	514.26
18	15	29	38	Psmb2	737.775	623.095	664.375	786.19	683.465	975.97	743.78	970.815	919.77	862.39	614.075	947.01	825.4	807.865	861.245	979.31	795.205	812.735	970.74
28	16	31	25	Psmb3	87.245	83.22	95.62	97.54	108.955	130.31	83.78	144.84	101.115	105.335	70	118.39	108.775	121.55	116.685	117.8	92.105	95.645	134.81
11	26	30	33	Poli	30.68	26.475	32.775	19.825	50.535	13.21	16.36	12.94	15.485	14.92	36.185	17.46	18.6	28.405	17.23	20.8	17.68	26.625	12.6
19	13	52	16	Slc27a1	123.915	87.91	103.79	51.06	80.655	35.03	36.505	36.73	41.355	37.57	116.075	42.98	40.945	59.745	39.65	39.8	79.665	74.64	36.02
4	22	9	65	Cul3	342.91	402.76	310.485	277.925	335.61	237.145	270.675	231.15	240.565	235.075	273.855	227.335	250.325	339.365	293.845	265.235	267.725	280.71	239.115
9	13	47	31	Slc27a4	87.595	136.56	107.79	75.82	105.84	40.575	51.19	41.275	48.015	52.66	78.55	51.315	65.355	84.755	61.625	53.295	66.405	58.665	49.67
20	30	29	21	Slc7a11	1.92	1.37	6.565	23.47	2.355	20.065	22.255	19.935	21.265	20.105	22.225	21.04	24.455	7.17	27.56	16.225	11.61	16.17	25.255
14	22	30	34	Cops3	317.265	267.66	292.61	351.915	363.215	331.17	325.265	313.55	351.62	327.115	449.8	338.99	346.34	342.445	352.215	389.47	320.78	432.705	306.725
23	14	26	37	Rcn2	143.9	143.38	128.45	48.525	83.51	45.295	44.425	50.92	47.73	48.62	64.945	50.82	44.195	106.145	47.355	49.97	92.22	65.98	44.7
18	18	20	44	Cpne1	95.145	94.92	90.235	41.93	140.755	26.385	31.895	24.15	33.57	28.29	60.41	36.11	27.245	81.09	37.225	26.18	38.835	52.59	27.685
17	19	26	38	Snx17	113.625	92.355	111.435	112.965	77.72	116.355	122.205	128.175	145.5	127.295	133.77	114.29	123.93	125.775	130.625	129.88	123.385	145.565	118.095
20	22	23	35	Cops5	274.005	267.935	252.43	305.22	288.78	320.23	284.565	314.84	308.995	294.165	298.12	268.98	300.525	319.24	309.14	339.87	303.14	327.815	314.05
24	16	32	28	Alkbh5	164.215	277.58	199.49	203.735	175.11	145.345	189.265	141.455	159.835	166.295	181.26	157.305	200.215	160.145	216.785	142.025	137.26	182.815	165.54
7	16	44	33	Phf12	134.655	162.195	148.975	83.22	110.65	47.665	62.495	43.47	57.2	54.285	89.85	59.695	66.89	88.44	70.48	55.09	71.875	60.045	54.395
11	2	38	49	Rab11fip4	26.345	73.835	65.12	84.845	107.42	36.48	61.23	25.16	44.815	48.455	32.355	49.63	49.745	45.375	68.675	45.46	26.22	62.42	47.245
12	12	48	28	Ube2z	150.34	181.85	160.62	104.71	203.81	65.76	90.545	62.01	78.605	79.065	145.545	84.81	84.3	132.55	92.23	77.53	96.045	143.375	75.67
15	13	44	28	Rapgefl1	8.345	13.955	24.195	35.605	17.85	34.785	49.96	33.185	36.605	41.9	75	44.715	45.435	17.76	42.79	30.48	28.42	22.075	39.14
11	12	31	46	Lsm12	39.195	66.885	54.145	63.645	83.435	51.535	67.73	45.695	52.33	44.2	88.705	62.765	56.38	59.345	64.905	50.155	50.92	62.955	55.48
12	19	21	48	Sptlc1	57.265	46.86	38.94	52.965	48.395	43.545	54.095	48.29	41.03	48.035	46.03	39.17	52.99	45.55	59.725	46.67	52.96	52.9	42.405
13	26	27	34	S100z	0	4.75	7.1	83.125	18.215	60.175	37.855	55.855	53.82	37.355	23.715	69.585	34.53	65.38	49.415	73.24	47.695	83.99	49.17
23	12	36	29	Ccnb1	17.155	31.7	23.89	34.04	67.47	44.185	47.44	47.235	48.875	41.04	5.93	35.305	46.48	31.375	47.58	36.56	32.465	19.31	41.14
19	14	33	34	Zswim8	143.505	171.27	155.41	40.18	96	11.935	19.925	9.85	17.97	17.735	62.505	22.545	15.445	67.52	20.39	18.83	70	51.875	15.125
14	10	28	48	Tox4	58.69	70.26	48.56	39.505	48.005	26.94	33.26	28.845	30.415	29.385	53.245	32.83	32.725	50.08	32.68	32.91	40.05	27.235	28.54
17	13	43	27	B3galnt1	43.62	39.19	34.42	81.48	24.74	145.955	129.4	143.85	94.625	134.15	32.11	119.57	118.885	60.395	115.63	94.16	104.68	34.49	131.27
11	22	36	31	Casp8ap2	82.275	101.935	74.68	30.905	70.82	14.22	17.735	14.69	18.56	15.345	37.125	21.875	18.55	52.29	19.97	18.785	31.4	18.905	19.47
32	7	40	21	Cenph	100.85	117.105	88.725	138.355	128.43	175.505	150.805	159.435	144.47	150.07	137.555	146.71	142.655	134.955	142.59	162.775	144.92	135.895	155.385
18	19	33	30	Cops4	203.2	175.445	190.91	302.665	187.735	279.13	283.2	303.135	292.715	285.285	199.055	249.86	285.625	219.425	273.97	291.88	231.36	239.135	265.05
23	12	32	33	Cops6	336.195	315.99	308.155	440.22	345.605	614.325	526.49	583.27	559.57	547.46	478.165	589.855	542.27	494.37	544.765	625.32	522.35	563.495	600.86
19	15	35	31	Pkmyt1	72.41	60.54	65.45	140.36	85.61	109.53	104.285	97.325	114.34	124.01	104.455	113.23	115.375	92.685	116.155	129.595	101.28	110.06	95.96
11	13	49	27	Brpf3	116.305	144.6	131.895	61.625	80.655	33.41	43.745	31.63	42.27	42.025	112.555	48.77	47.55	80.105	52.465	41.92	63.9	94.48	41.335
19	7	37	37	Cops7a	163.335	188.77	221.465	238.7	234.635	247.105	223.11	242.335	243.23	254.515	165.205	255.655	254.58	242.06	252.805	276.67	228.785	231.82	242.945
12	21	29	38	Med14	38.545	35.12	31.105	94.485	59.435	88.89	114.27	84.905	90.245	109.565	88.415	99.34	113.61	50.5	111.77	74.81	68.105	61.47	106.505
7	28	39	26	Arhgap28	10.375	13.48	10.56	29.455	17.465	21.19	26.25	22.715	26.34	21.78	25.175	22.48	23.435	18.485	23.095	20.925	17.265	30.615	28.28
8	11	43	38	Strn	42.81	71.875	45.865	68.245	59.26	55.12	86.93	55.04	63.39	67.4	70.84	63.33	75.85	48.885	85.32	53.535	52.815	41.52	71.435
13	9	49	29	Ss18	32.44	55.135	40.965	22.855	53.995	19.97	23.005	20.92	21.46	20.15	27.135	19.78	25.06	36.555	23.595	21.275	30.54	29.25	18.155
19	16	45	20	Sap130	43.4	61.995	60.255	81.46	109.235	47.055	72.085	47.85	60.185	66.26	106.145	49.985	83.75	60.345	84.9	57.7	59.06	67.215	50.83
14	17	31	38	Deb1	159.38	109.475	140.15	119.04	98.065	185.325	122.665	144.205	155.145	137.695	129.49	211.2	125.6	151.875	130.11	199.66	181.86	161.825	152.09
18	13	42	27	Cpsf7	120.515	166.605	140.675	70.075	144.725	67.895	72.605	67.015	72.595	67.76	85.545	76.55	62.07	100.935	75.64	67.995	87.64	76.205	75.34
7	16	17	60	Figla	376.295	113.875	398.295	1210.72	107.735	1349.275	952.37	1174.475	1127.49	1074.655	401.235	1373.13	951.585	578.795	1036.045	1163.595	942.405	943.555	1200.985
19	22	21	38	Nup54	47.455	31.865	26.03	51.29	39.415	47.1	49.17	52.5	45.285	50.855	42.545	45.395	50.105	47.165	49.12	48.985	47.1	42.955	45.715
10	26	31	33	Gcat	20.755	40.94	40.99	88.995	74.665	72.095	69.965	70.29	78.865	72.44	29.425	74.83	90.655	64.665	81.7	95.92	69.46	78.57	60.2
11	8	54	27	H2afy	197.375	177.67	180.305	203.425	285.595	132.49	137.385	124.295	142.345	137.405	297.165	161.49	151.825	239.19	144.895	211.63	175.49	365.44	146.81
13	13	53	21	Ern1	40.82	46.85	37.205	59.225	23.005	50.035	66.555	52.605	48.55	55.275	45.51	58.315	63.365	37.33	68.845	43.72	52.39	37.64	60.285
26	17	34	23	Stk36	6.79	6.08	10.26	40.96	13.31	34.775	52.625	53.105	38.82	44.48	17.27	28.58	58.085	10.375	36.365	29.575	18.595	20.695	25.81
4	14	34	48	Map4k4	130.01	160.05	166.56	140.365	166.795	97.765	134.885	80.115	110.955	116.63	215	114.145	130.695	124.225	154.265	109.95	117.175	199.15	116.645
20	16	40	24	Mecr	119.32	95.78	113.665	328.94	101.175	386.715	353.255	402.175	380.745	397.22	126.15	379.745	389.445	253.395	339.75	392.6	321.62	328.655	406.63
18	22	32	28	Setx	82.885	89.66	112.025	79.38	92.76	47.83	66.65	45.71	56.145	60.27	64.57	54.415	70.035	67.2	78.12	54.42	66.62	50.435	75.115
15	16	38	31	Aifm1	201.275	230.16	165.395	216.82	187.255	153.145	162.285	149.915	179.635	168.39	236.425	161.48	165.77	244.465	196.995	203.225	172.715	249.575	181.275
6	4	51	39	Ppp2r5c	62.24	59.26	73.775	150.23	54.5	127.11	132.885	120.11	124.19	134.93	112.175	135.465	152	91.695	143.425	139.45	107.59	106.66	126.56
12	31	25	32	Racgap1	88.185	99.715	89.255	100	112.97	65.525	87.385	74.73	76.835	79.835	85.41	66.4	88.855	90.93	96.8	75.585	79.225	68.775	74.29
26	29	17	28	Ell3	7.15	13.07	23.005	161.335	17.86	104.555	273.075	325.44	326.825	306.91	47.135	296.125	272.02	109.025	279.14	265.325	173.68	133.615	304.585
16	12	54	18	Slc4a11	14.625	14.01	21.435	4.07	37.625	2.805	3.12	2.38	2.295	2.955	11.32	4.89	3.18	4.825	4.045	5.14	15.22	13.17	3.665
7	19	36	38	Mprip	88.01	118.545	122.21	115.565	99.98	62.735	105.145	64.32	84.675	88.1	112.195	73.265	110.885	68.075	110.805	71.3	92.19	128.535	77.285
16	29	21	34	Ecsit	280.61	280.39	214.875	131.14	125.135	74.525	70.325	72.415	74.705	74.015	192.915	71.475	85.56	185.205	68.75	98.55	155.775	109.965	78.28
9	18	23	50	Znf512b	74.865	101.91	78.955	81.025	76.08	56.19	89.85	56.75	72.59	76.35	105.175	72.025	83.49	59.505	104.68	53.335	63.8	62.005	71.135
14	23	32	31	Slc9a3r1	27.215	21.07	29.02	66.505	66.325	47.975	59.11	55.305	52.425	62.02	39.02	49.51	60.08	29.435	53.025	46.31	34.73	29.405	50.175
14	28	33	25	Spag1	20.04	15.74	12.13	23.83	23.095	16.075	20.245	17.695	26.28	20.015	20.055	24.19	24.565	21.645	24.41	22.085	18.2	25.4	23.025
19	17	36	28	Jade1	30.865	59.28	53.66	24.045	81.255	10.135	16.57	9.77	14.515	11.305	50.94	21.025	14.345	35.715	13.61	15.815	23.975	21.465	15.36
15	19	24	42	Serinc3	750.095	633.39	639.495	290.39	347.365	184.735	238.265	185.19	211.945	214.925	480.615	224.115	194.495	513.27	165.595	250.11	504.76	547.635	181.285
23	16	23	38	Wdr3	76.73	77.57	62.705	55.09	112.335	44.22	49.015	45.145	53.625	42.91	60.26	45.945	47.955	67.14	55.04	51.225	57.04	49.64	53.915
16	13	25	46	Vat1	129.045	128.93	239	264.8	194.56	180.835	229.39	183.84	210.01	233.385	248.16	200.25	227.315	166.715	274.355	202.385	188.02	305.41	221.73
